loan_id,application_date,age,gender,education,state,urban_rural,employment_type,employment_years,annual_income_inr,loan_type,loan_purpose,loan_amount_inr,loan_tenure_months,interest_rate_pct,credit_score,num_existing_loans,dti_ratio,ltv_ratio,has_collateral,bureau_enquiries_6m,missed_payments_2y,savings_account_balance_inr,default_flag
LN0002358,2022-07-04,29,Male,Graduate,GJ,Rural,Salaried,11,886785,Auto_Loan,Other,2069659,36,19.06,769,0,0.076,,0,5,0,452545,0
LN0001565,2023-09-12,23,Female,Graduate,UP,Rural,Salaried,20,646276,MSME_Loan,Debt_Consolidation,4971567,48,13.29,707,2,0.2,,0,1,0,158536,0
LN0000178,2022-05-17,49,Female,Diploma,DL,Rural,Salaried,1,1688289,Personal_Loan,Debt_Consolidation,1711800,12,16.51,621,2,0.556,,0,0,0,431360,1
LN0009234,2022-07-19,37,Female,Undergraduate,DL,Urban,Salaried,25,2394117,Personal_Loan,Other,2439109,36,13.29,765,4,0.619,,0,3,1,82329,0
LN0011935,2022-06-21,50,Male,Post_Graduate,RJ,Rural,Retired,2,2569466,Home_Loan,Vehicle,2550347,84,8.43,743,1,0.155,0.552,1,5,0,414479,0
LN0008463,2023-05-21,60,Male,Undergraduate,RJ,Semi_Urban,Salaried,25,1760960,Auto_Loan,Other,331888,48,20.73,644,1,0.155,,1,2,0,186822,0
LN0008062,2022-05-26,30,Male,Post_Graduate,TS,Semi_Urban,Business_Owner,5,1271598,MSME_Loan,Debt_Consolidation,1786489,120,16.23,842,0,0.634,,0,4,1,397441,1
LN0000119,2022-05-18,59,Female,Post_Graduate,RJ,Urban,Self_Employed,25,486945,Education_Loan,Business_Expansion,1310261,120,16.98,571,4,0.471,,0,7,2,341103,1
LN0017716,2023-07-22,50,Male,No_Formal,MH,Rural,Self_Employed,1,2485210,Personal_Loan,Other,3339582,24,16.3,793,0,0.59,,0,0,1,141728,0
LN0010232,2023-01-17,36,Male,Post_Graduate,WB,Semi_Urban,Salaried,5,1105962,Gold_Loan,Debt_Consolidation,3332276,120,21.37,835,4,0.511,,0,3,3,312405,1
LN0000709,2023-08-12,26,Male,Graduate,GJ,Urban,Self_Employed,1,1967716,MSME_Loan,Home_Purchase,2740140,36,17.98,716,3,0.176,,0,0,0,102064,0
LN0013735,2023-06-24,34,Female,Graduate,KA,Urban,Business_Owner,0,974810,Gold_Loan,Debt_Consolidation,765452,240,8.86,857,1,0.606,,0,7,0,19182,0
LN0010636,2022-12-05,29,Female,Post_Graduate,TN,Rural,Salaried,9,1969531,Personal_Loan,Other,665777,24,12.86,799,0,0.192,,0,7,1,113438,0
LN0001966,2023-12-01,56,Male,Post_Graduate,GJ,Urban,Salaried,23,671343,MSME_Loan,Business_Expansion,4742952,48,8.44,834,2,0.469,,0,6,5,102497,1
LN0008317,2023-08-04,37,Male,Diploma,RJ,Semi_Urban,Self_Employed,2,1074767,Home_Loan,Vehicle,1153829,84,16.09,628,2,0.451,0.626,1,3,0,494588,0
LN0013119,2022-02-16,43,Male,No_Formal,GJ,Semi_Urban,Government,28,2887355,Education_Loan,Other,4456673,180,9.32,667,1,0.572,,0,7,1,436831,1
LN0007811,2022-04-12,44,Male,Graduate,KA,Semi_Urban,Self_Employed,5,2543649,Personal_Loan,Business_Expansion,1341730,60,15.33,701,0,0.426,,0,2,0,53114,1
LN0012438,2022-06-11,41,Male,Diploma,KA,Semi_Urban,Government,21,1402120,MSME_Loan,Business_Expansion,3141544,12,14.26,876,2,0.542,,0,2,1,381174,0
LN0011405,2022-01-24,62,Female,Undergraduate,KA,Urban,Self_Employed,7,1728292,Gold_Loan,Home_Purchase,1843550,240,15.97,690,2,0.63,,1,1,0,266772,0
LN0010076,2022-05-22,39,Female,Undergraduate,KA,Rural,Government,16,1974791,MSME_Loan,Education,3138848,36,18.34,588,2,0.159,,0,3,6,135008,1
LN0007894,2022-11-04,63,Female,Graduate,DL,Semi_Urban,Self_Employed,9,2881547,Home_Loan,Debt_Consolidation,3909747,48,20.98,846,4,0.223,0.598,1,3,4,495551,1
LN0016472,2023-01-12,63,Male,No_Formal,RJ,Rural,Salaried,25,1444070,Education_Loan,Vehicle,51339,120,17.12,640,2,0.252,,0,1,4,192351,1
LN0012748,2022-09-12,26,Male,Undergraduate,TS,Urban,Salaried,19,2671436,MSME_Loan,Home_Purchase,2252212,48,10.19,666,0,0.217,,0,0,1,3933,0
LN0014051,2022-04-19,24,Female,Diploma,KA,Semi_Urban,Business_Owner,30,1946575,MSME_Loan,Medical,3546023,12,12.87,875,0,0.141,,0,3,0,336004,0
LN0001153,2022-07-13,40,Female,No_Formal,WB,Rural,Business_Owner,7,1117207,Gold_Loan,Debt_Consolidation,569991,84,15.4,678,2,0.596,,0,2,1,415041,0
LN0008609,2023-08-23,39,Male,Graduate,KA,Urban,Salaried,25,2521219,Auto_Loan,Education,2888308,24,13.71,880,0,0.63,,1,4,2,235707,1
LN0013547,2023-10-10,51,Male,Diploma,GJ,Urban,Government,5,451195,Auto_Loan,Medical,3084260,180,9.66,870,0,0.102,,0,0,1,193845,1
LN0003523,2023-09-27,51,Male,Graduate,GJ,Rural,Business_Owner,27,721559,Gold_Loan,Education,3233770,120,19.84,876,3,0.14,,0,1,0,271374,0
LN0005585,2023-05-20,27,Male,Post_Graduate,MH,Urban,Business_Owner,11,296614,Gold_Loan,Home_Purchase,296842,24,13.34,725,4,0.635,,0,6,1,424763,0
LN0016121,2022-11-11,47,Male,Diploma,UP,Urban,Salaried,8,1612349,MSME_Loan,Vehicle,3958098,120,8.37,776,2,0.502,,0,6,0,222246,0
LN0007774,2023-02-21,50,Male,Undergraduate,TS,Semi_Urban,Self_Employed,26,750779,Education_Loan,Vehicle,57964,36,8.08,692,3,0.586,,0,2,3,359790,1
LN0015974,2022-05-11,28,Male,Diploma,DL,Semi_Urban,Business_Owner,0,1865049,Gold_Loan,Medical,3354890,48,12.78,629,0,0.086,,1,8,0,459937,0
LN0013145,2023-01-10,40,Female,No_Formal,TN,Urban,Government,26,1145488,Auto_Loan,Debt_Consolidation,3708734,36,7.98,870,3,0.331,,1,3,0,438241,0
LN0016821,2022-01-03,56,Male,Diploma,DL,Semi_Urban,Salaried,24,1442296,Auto_Loan,Vehicle,565463,180,19.36,627,1,0.546,,0,0,7,357756,1
LN0000096,2023-05-29,62,Male,No_Formal,AP,Urban,Salaried,12,1043257,MSME_Loan,Debt_Consolidation,4103433,120,18.96,764,4,0.164,,0,5,0,480585,0
LN0013488,2023-06-17,63,Male,Undergraduate,GJ,Semi_Urban,Salaried,18,1994210,MSME_Loan,Education,3179153,36,20.95,593,0,0.425,,0,3,0,290072,0
LN0016398,2023-09-16,42,Male,Post_Graduate,UP,Rural,Self_Employed,27,2586551,Home_Loan,Vehicle,1510279,240,19.51,877,2,0.253,0.708,0,8,2,94315,1
LN0006785,2023-07-29,38,Male,Post_Graduate,KA,Urban,Business_Owner,9,2764394,Personal_Loan,Debt_Consolidation,2199817,84,21.82,628,2,0.233,,0,4,0,45228,0
LN0014314,2023-10-18,57,Male,No_Formal,GJ,Urban,Salaried,28,708485,Home_Loan,Home_Purchase,4097386,12,17.39,719,4,0.575,0.807,1,0,0,379382,0
LN0013405,2022-08-25,47,Male,Post_Graduate,MH,Semi_Urban,Salaried,0,911212,Auto_Loan,Home_Purchase,4391714,240,19.01,819,3,0.254,,0,8,3,81492,1
LN0004434,2022-01-17,49,Female,No_Formal,DL,Rural,Government,5,2722817,Personal_Loan,Other,3243955,24,11.47,677,2,0.358,,0,5,3,215746,1
LN0005690,2022-07-04,57,Male,Diploma,AP,Semi_Urban,Retired,5,627808,Auto_Loan,Debt_Consolidation,2516211,48,12.74,557,0,0.432,,0,5,2,491119,1
LN0014583,2023-08-06,58,Male,Graduate,RJ,Rural,Salaried,4,1048876,MSME_Loan,Other,2339640,48,10.07,713,1,0.62,,0,5,0,352038,1
LN0017108,2022-08-15,33,Female,Post_Graduate,TS,Urban,Salaried,5,426140,MSME_Loan,Other,390282,84,20.67,690,4,0.497,,0,1,0,274665,0
LN0014648,2023-08-31,44,Male,Post_Graduate,RJ,Rural,Self_Employed,11,1184925,Home_Loan,Debt_Consolidation,2749433,36,13.78,654,2,0.363,0.486,0,7,0,228800,0
LN0010011,2023-11-13,47,Male,Graduate,AP,Urban,Salaried,11,2066096,Home_Loan,Medical,844719,36,18.13,715,3,0.635,0.942,1,4,2,67256,1
LN0013352,2023-05-13,35,Male,Post_Graduate,UP,Urban,Salaried,18,2103886,Gold_Loan,Home_Purchase,2954666,240,12.24,561,2,0.475,,1,0,1,300337,1
LN0005164,2023-06-06,49,Male,Undergraduate,TS,Urban,Salaried,17,1964081,MSME_Loan,Home_Purchase,4340115,60,20.14,714,2,0.143,,0,6,0,210033,0
LN0017299,2023-09-29,24,Male,No_Formal,RJ,Semi_Urban,Self_Employed,24,936246,Gold_Loan,Business_Expansion,3232240,24,14.57,853,3,0.357,,1,0,0,87471,0
LN0013242,2023-11-05,63,Male,No_Formal,UP,Rural,Government,22,1555918,Home_Loan,Medical,1154538,84,14.11,777,2,0.334,0.573,1,1,0,180875,0
LN0011804,2023-10-12,41,Male,Undergraduate,TN,Semi_Urban,Salaried,12,756259,Gold_Loan,Medical,4728033,24,12.09,650,0,0.505,,0,7,3,24681,1
LN0008970,2022-01-31,59,Male,Post_Graduate,KA,Semi_Urban,Salaried,9,814269,Home_Loan,Home_Purchase,218516,36,22.0,626,1,0.27,0.723,1,3,2,107340,1
LN0008024,2023-10-25,50,Female,Graduate,WB,Rural,Government,21,2909107,Auto_Loan,Medical,4627401,120,14.97,629,1,0.542,,0,7,0,3012,0
LN0013191,2022-02-04,56,Male,Diploma,WB,Semi_Urban,Government,15,1522316,Education_Loan,Debt_Consolidation,4881685,180,15.11,664,0,0.428,,0,5,3,167705,0
LN0014012,2022-04-18,49,Male,Post_Graduate,WB,Urban,Salaried,20,2777989,MSME_Loan,Debt_Consolidation,3421318,12,19.23,878,4,0.475,,0,8,0,49458,1
LN0014958,2022-04-28,55,Male,Graduate,DL,Rural,Salaried,10,2106222,Personal_Loan,Home_Purchase,678147,120,16.22,731,0,0.454,,0,8,0,416718,0
LN0013153,2023-06-08,53,Female,Undergraduate,TS,Urban,Salaried,30,1348921,Auto_Loan,Vehicle,1078609,180,9.56,613,4,0.382,,0,7,2,163283,1
LN0017905,2022-07-17,40,Female,No_Formal,AP,Semi_Urban,Business_Owner,0,1179921,Auto_Loan,Debt_Consolidation,3162509,60,19.69,886,3,0.375,,0,5,1,441007,0
LN0003425,2022-05-10,62,Male,Graduate,GJ,Semi_Urban,Retired,1,1600681,Personal_Loan,Vehicle,1649533,84,21.75,692,3,0.449,,0,5,3,238139,1
LN0010421,2023-10-10,58,Female,Undergraduate,DL,Urban,Salaried,26,2632918,Home_Loan,Business_Expansion,4623177,180,10.17,752,0,0.177,0.51,0,8,0,21718,0
LN0012325,2023-01-30,45,Male,Post_Graduate,GJ,Semi_Urban,Business_Owner,2,2415134,Home_Loan,Education,2318878,24,20.55,587,1,0.622,0.69,1,6,3,308538,1
LN0012908,2023-08-25,64,Male,No_Formal,WB,Urban,Self_Employed,17,2776497,Auto_Loan,Business_Expansion,3318842,36,12.23,709,3,0.267,,0,4,0,44470,0
LN0001537,2023-01-02,48,Male,Undergraduate,TS,Urban,Salaried,20,1224656,MSME_Loan,Home_Purchase,902257,48,20.33,819,2,0.47,,0,7,1,416796,0
LN0009490,2023-10-17,48,Male,Undergraduate,MH,Rural,Government,0,2440513,Home_Loan,Vehicle,1937214,48,9.13,628,2,0.412,0.659,1,8,0,122854,0
LN0015031,2023-05-15,39,Male,Graduate,TN,Urban,Self_Employed,13,2894199,Education_Loan,Medical,569650,60,19.29,803,4,0.329,,0,6,0,449377,0
LN0006840,2022-07-06,58,Female,Graduate,MH,Urban,Business_Owner,30,1923152,Auto_Loan,Business_Expansion,237219,36,9.49,871,1,0.456,,1,3,0,93615,0
LN0014433,2023-03-03,31,Male,No_Formal,KA,Semi_Urban,Government,30,2942585,Home_Loan,Other,333741,120,9.05,803,3,0.152,0.925,0,7,1,261827,1
LN0013623,2023-06-23,28,Female,Graduate,DL,Urban,Salaried,7,1842171,Personal_Loan,Business_Expansion,590211,240,14.97,751,3,0.585,,0,6,0,316018,0
LN0001472,2023-11-27,28,Male,Undergraduate,UP,Urban,Salaried,3,1925361,MSME_Loan,Other,2026708,12,21.94,883,2,0.512,,0,5,1,290696,1
LN0015546,2022-01-30,62,Male,Diploma,RJ,Semi_Urban,Salaried,7,953612,MSME_Loan,Debt_Consolidation,4624947,48,20.0,619,1,0.471,,0,7,1,23450,0
LN0000656,2022-06-07,42,Female,Diploma,UP,Semi_Urban,Self_Employed,6,302332,Personal_Loan,Education,334585,60,17.08,553,1,0.389,,0,3,2,205839,0
LN0008254,2023-02-21,25,Female,Diploma,UP,Urban,Self_Employed,19,1709729,MSME_Loan,Education,2407598,60,14.56,672,3,0.172,,0,7,3,177900,1
LN0013456,2023-05-24,41,Male,No_Formal,UP,Urban,Retired,2,571254,Gold_Loan,Medical,3612285,12,16.22,556,0,0.595,,0,6,4,347617,1
LN0009304,2023-03-12,60,Male,No_Formal,UP,Urban,Business_Owner,10,1394744,Personal_Loan,Vehicle,2543711,240,14.12,872,1,0.113,,0,4,1,156104,0
LN0016635,2023-10-23,33,Male,Undergraduate,RJ,Semi_Urban,Salaried,20,792498,Auto_Loan,Home_Purchase,1831017,120,11.97,688,2,0.315,,0,7,0,437857,0
LN0017775,2022-07-11,45,Male,Post_Graduate,AP,Rural,Retired,4,2373234,MSME_Loan,Vehicle,3738702,84,18.23,813,0,0.189,,0,3,0,456979,0
LN0005295,2022-03-18,23,Female,Diploma,RJ,Rural,Self_Employed,10,365421,Home_Loan,Education,193852,180,14.43,778,2,0.287,0.668,1,8,1,446022,0
LN0003667,2023-07-13,35,Female,Post_Graduate,TS,Urban,Self_Employed,5,555406,Personal_Loan,Education,662312,24,15.8,718,2,0.305,,0,5,1,131001,0
LN0015458,2022-01-17,24,Male,Post_Graduate,WB,Urban,Self_Employed,3,1603577,Education_Loan,Debt_Consolidation,4105467,240,12.24,796,1,0.629,,0,2,0,308239,0
LN0012421,2023-04-11,51,Male,Diploma,WB,Urban,Salaried,27,2703623,Education_Loan,Debt_Consolidation,81791,60,15.46,699,3,0.146,,0,6,0,95963,0
LN0003337,2023-03-07,41,Male,Post_Graduate,TN,Semi_Urban,Retired,1,2306253,Personal_Loan,Debt_Consolidation,4592886,24,12.77,773,1,0.302,,0,1,1,419551,0
LN0005177,2023-10-26,53,Male,Undergraduate,TS,Rural,Salaried,8,1608784,Gold_Loan,Education,3278282,24,8.54,886,3,0.633,,1,7,0,112615,0
LN0008138,2023-07-19,30,Male,Post_Graduate,MH,Semi_Urban,Salaried,5,721914,Education_Loan,Education,4912676,48,10.37,660,3,0.546,,0,4,0,212681,0
LN0010598,2022-01-16,51,Male,Diploma,UP,Urban,Self_Employed,5,2955937,Education_Loan,Vehicle,1927610,60,17.24,862,3,0.374,,0,5,0,272882,0
LN0007045,2022-11-04,42,Male,Graduate,AP,Semi_Urban,Business_Owner,25,578546,Auto_Loan,Debt_Consolidation,3197182,180,20.92,658,3,0.423,,1,0,0,262729,0
LN0006585,2023-10-24,33,Female,Post_Graduate,GJ,Rural,Salaried,13,336476,Gold_Loan,Other,3082815,48,19.64,773,1,0.083,,1,5,1,424825,1
LN0015294,2023-02-01,48,Male,Graduate,KA,Semi_Urban,Salaried,9,2876026,Education_Loan,Home_Purchase,765590,60,9.03,606,4,0.352,,0,3,0,199703,0
LN0012982,2022-07-21,62,Male,Undergraduate,RJ,Semi_Urban,Salaried,18,1689286,Education_Loan,Education,2205925,180,14.51,637,0,0.367,,0,5,0,48795,0
LN0011211,2023-07-05,34,Male,Graduate,RJ,Rural,Salaried,24,2096662,Gold_Loan,Medical,4340928,24,13.57,580,1,0.586,,1,8,3,53864,1
LN0001605,2023-05-11,35,Female,Diploma,WB,Urban,Self_Employed,4,2406080,Home_Loan,Business_Expansion,486262,120,9.58,552,0,0.139,0.609,1,3,0,64980,0
LN0003929,2022-04-13,58,Female,No_Formal,KA,Urban,Self_Employed,4,979907,Education_Loan,Vehicle,3128126,24,11.02,589,3,0.453,,0,3,2,295926,1
LN0010644,2023-10-24,31,Female,Diploma,UP,Rural,Salaried,24,1204757,Home_Loan,Vehicle,3064723,36,13.26,823,2,0.646,0.525,1,5,1,158896,1
LN0012543,2022-06-02,53,Male,Post_Graduate,DL,Semi_Urban,Government,6,1296646,MSME_Loan,Vehicle,1532245,36,15.58,760,1,0.483,,0,4,0,169687,0
LN0005332,2022-11-20,61,Female,Post_Graduate,TS,Urban,Salaried,20,2669690,Gold_Loan,Vehicle,811994,120,13.39,630,4,0.542,,1,8,1,63273,1
LN0013085,2023-11-19,35,Male,No_Formal,RJ,Urban,Salaried,1,1790699,MSME_Loan,Business_Expansion,598675,180,21.31,885,4,0.178,,0,3,0,310427,0
LN0016356,2023-05-11,57,Female,Diploma,TN,Semi_Urban,Government,21,2383761,MSME_Loan,Education,1071219,180,14.99,778,0,0.488,,0,2,0,385559,0
LN0004543,2022-05-29,57,Male,Undergraduate,RJ,Urban,Self_Employed,15,1040097,Education_Loan,Education,110923,60,11.95,818,0,0.488,,0,3,5,9254,1
LN0014453,2023-03-27,49,Male,Diploma,GJ,Rural,Salaried,7,1450188,Personal_Loan,Vehicle,1507230,36,17.27,561,0,0.099,,0,7,0,482379,1
LN0006329,2022-08-01,30,Female,No_Formal,UP,Urban,Government,5,1231102,Gold_Loan,Debt_Consolidation,1343767,36,15.32,819,4,0.262,,1,8,0,463892,0
LN0003680,2022-05-31,35,Female,Post_Graduate,KA,Urban,Self_Employed,1,1145861,MSME_Loan,Education,2367311,60,7.93,697,2,0.368,,0,6,0,370182,0
LN0016353,2022-02-11,25,Female,No_Formal,AP,Urban,Business_Owner,7,2764407,Gold_Loan,Home_Purchase,3510201,180,13.44,880,1,0.508,,1,0,1,306993,0
LN0005649,2022-10-12,50,Female,No_Formal,RJ,Semi_Urban,Salaried,10,1765294,Home_Loan,Medical,4733260,12,11.1,775,2,0.594,0.639,0,5,1,232118,0
LN0001496,2023-02-18,57,Male,Undergraduate,RJ,Semi_Urban,Business_Owner,15,1080947,MSME_Loan,Vehicle,3023091,240,7.72,842,2,0.344,,0,1,0,286955,0
LN0011492,2023-03-02,40,Male,Undergraduate,MH,Semi_Urban,Self_Employed,6,1946363,Personal_Loan,Vehicle,3649041,48,19.47,598,2,0.3,,0,3,0,254322,0
LN0001095,2022-08-08,22,Male,Post_Graduate,DL,Urban,Salaried,14,1027999,MSME_Loan,Other,2162251,120,15.39,618,0,0.184,,0,8,0,182669,1
LN0010463,2022-01-18,44,Male,Graduate,AP,Semi_Urban,Salaried,6,2192944,Personal_Loan,Business_Expansion,1484802,12,11.34,717,1,0.235,,0,1,0,485896,0
LN0004302,2022-05-05,23,Male,Diploma,TS,Urban,Salaried,21,349791,Education_Loan,Home_Purchase,3357221,36,9.5,657,2,0.393,,0,3,2,375888,1
LN0009951,2022-08-21,60,Male,Undergraduate,WB,Rural,Salaried,16,365432,Home_Loan,Vehicle,1214397,240,14.26,771,3,0.463,0.43,0,3,1,220806,0
LN0010940,2022-06-02,27,Male,Graduate,DL,Rural,Business_Owner,20,2025255,Personal_Loan,Education,3045166,12,9.84,663,3,0.358,,0,0,0,369542,0
LN0011651,2022-07-15,29,Male,Undergraduate,KA,Urban,Salaried,1,990818,Personal_Loan,Education,1839720,24,10.58,678,3,0.385,,0,7,1,148834,0
LN0009160,2022-03-05,42,Male,Undergraduate,AP,Rural,Business_Owner,20,2405084,Personal_Loan,Medical,1167385,36,8.44,865,3,0.286,,0,7,1,138651,0
LN0003430,2023-02-13,27,Female,Diploma,RJ,Urban,Self_Employed,22,528910,Auto_Loan,Debt_Consolidation,4996566,120,12.65,550,2,0.091,,1,1,1,292508,0
LN0008684,2023-03-25,41,Male,No_Formal,AP,Urban,Government,20,594791,Auto_Loan,Medical,675414,180,16.02,892,4,0.106,,0,1,0,486589,0
LN0006921,2022-11-03,41,Male,Undergraduate,TS,Rural,Salaried,28,2610962,MSME_Loan,Medical,3842522,24,13.11,665,4,0.378,,0,6,4,279771,1
LN0001108,2022-05-17,43,Male,No_Formal,KA,Urban,Government,4,2619501,Education_Loan,Education,1348354,180,16.9,581,2,0.129,,0,7,1,352984,1
LN0013432,2022-06-20,58,Male,Diploma,WB,Rural,Salaried,3,1064039,Education_Loan,Business_Expansion,3337086,24,10.91,560,3,0.241,,0,0,3,10898,1
LN0017328,2023-09-28,60,Male,No_Formal,TS,Semi_Urban,Salaried,23,2548877,Education_Loan,Home_Purchase,3956992,36,17.69,833,4,0.331,,0,2,0,25062,0
LN0002103,2023-07-18,23,Female,Post_Graduate,GJ,Rural,Government,14,1222518,Personal_Loan,Medical,3173089,60,10.99,888,3,0.26,,0,0,0,241360,1
LN0001302,2022-01-04,36,Female,Diploma,UP,Rural,Self_Employed,12,641430,Home_Loan,Medical,275211,24,9.54,857,2,0.114,0.823,0,8,0,380251,0
LN0011032,2023-10-04,34,Female,No_Formal,GJ,Urban,Self_Employed,10,280335,Education_Loan,Other,3467038,24,16.2,718,2,0.573,,0,5,0,145439,0
LN0007190,2022-02-07,65,Male,Diploma,WB,Urban,Self_Employed,25,627022,Auto_Loan,Education,115795,24,10.64,864,3,0.586,,1,7,4,338577,1
LN0016106,2022-01-14,48,Male,Post_Graduate,TS,Semi_Urban,Salaried,12,1925450,Personal_Loan,Business_Expansion,2065766,48,20.74,673,1,0.247,,0,5,1,276615,0
LN0002555,2022-03-12,57,Male,Graduate,WB,Rural,Retired,4,1712165,Personal_Loan,Vehicle,4085398,12,17.64,552,1,0.625,,0,5,4,119348,1
LN0013814,2023-01-24,31,Female,Post_Graduate,RJ,Semi_Urban,Salaried,6,2893550,Gold_Loan,Education,1878546,24,20.66,663,3,0.429,,0,1,0,126182,1
LN0015366,2022-02-17,26,Male,Undergraduate,TS,Urban,Salaried,13,2559734,Gold_Loan,Education,922953,84,12.09,582,4,0.446,,0,2,0,131749,0
LN0015983,2022-12-20,27,Male,Post_Graduate,TS,Urban,Self_Employed,14,1097315,MSME_Loan,Vehicle,298334,12,16.12,802,0,0.301,,0,6,0,162461,0
LN0011946,2023-03-28,38,Male,No_Formal,AP,Rural,Salaried,2,2065345,Education_Loan,Home_Purchase,1747245,48,19.06,667,2,0.387,,0,8,1,21420,0
LN0009358,2022-07-17,60,Male,Post_Graduate,GJ,Semi_Urban,Self_Employed,16,1946721,Auto_Loan,Education,2702365,180,15.68,767,3,0.385,,1,5,3,418163,1
LN0007872,2023-02-08,48,Female,Undergraduate,UP,Semi_Urban,Salaried,5,2226113,Home_Loan,Vehicle,3080280,120,12.72,785,3,0.545,0.798,0,8,2,363096,1
LN0008337,2023-04-28,36,Male,Undergraduate,DL,Urban,Salaried,15,1389840,Personal_Loan,Education,2569646,12,16.72,773,3,0.411,,0,2,4,26030,1
LN0008353,2022-04-03,24,Male,Undergraduate,WB,Urban,Self_Employed,27,843317,Personal_Loan,Business_Expansion,4778695,24,21.86,774,3,0.532,,0,2,5,293543,1
LN0008982,2023-02-23,37,Male,Diploma,RJ,Urban,Salaried,1,1687131,Gold_Loan,Medical,1871595,60,18.67,669,1,0.052,,1,6,0,9853,0
LN0010634,2022-07-24,27,Male,Post_Graduate,TS,Semi_Urban,Self_Employed,29,2997083,Personal_Loan,Vehicle,1835820,12,17.99,627,2,0.092,,0,0,2,229729,0
LN0004594,2022-07-10,51,Male,No_Formal,WB,Urban,Salaried,11,846673,Gold_Loan,Education,1187231,12,7.74,648,3,0.143,,0,5,4,357214,1
LN0012506,2022-09-03,64,Female,Undergraduate,GJ,Urban,Salaried,22,1352380,MSME_Loan,Debt_Consolidation,3814592,180,9.02,608,1,0.209,,0,6,2,352851,1
LN0003128,2022-03-14,47,Male,Undergraduate,RJ,Rural,Self_Employed,15,700343,Education_Loan,Home_Purchase,4331409,24,20.59,822,3,0.436,,0,1,0,101976,0
LN0013895,2022-12-31,45,Male,Diploma,AP,Urban,Salaried,11,1509533,Gold_Loan,Home_Purchase,1051290,120,16.01,850,1,0.27,,1,8,0,347088,0
LN0017279,2022-01-22,61,Female,Diploma,TS,Urban,Government,3,653544,Home_Loan,Debt_Consolidation,1253206,120,19.18,746,1,0.296,0.822,0,4,3,218756,1
LN0000892,2023-01-27,61,Female,Diploma,RJ,Urban,Self_Employed,21,1797217,Personal_Loan,Vehicle,419486,24,18.4,698,1,0.565,,0,2,0,299758,0
LN0011302,2022-11-10,54,Male,No_Formal,AP,Urban,Business_Owner,25,251919,Gold_Loan,Vehicle,2706254,180,21.5,742,3,0.438,,0,7,0,99228,0
LN0001367,2022-09-01,46,Male,Graduate,TS,Urban,Salaried,3,1945179,Education_Loan,Business_Expansion,2921329,60,8.76,733,4,0.15,,0,8,1,354647,0
LN0005889,2023-08-08,23,Male,Undergraduate,KA,Urban,Salaried,23,2490495,MSME_Loan,Medical,4478353,120,16.44,820,0,0.644,,0,3,1,407283,1
LN0007417,2022-06-18,47,Male,Undergraduate,GJ,Rural,Salaried,1,2735576,Auto_Loan,Business_Expansion,2020664,12,14.4,859,1,0.34,,0,2,1,227901,0
LN0005904,2022-02-12,50,Male,No_Formal,UP,Urban,Salaried,15,2259371,MSME_Loan,Education,2115505,48,21.93,870,0,0.642,,0,2,0,499672,0
LN0014524,2023-09-11,28,Male,Post_Graduate,GJ,Rural,Salaried,7,2393608,Auto_Loan,Debt_Consolidation,402013,180,12.4,651,0,0.279,,1,2,1,468102,0
LN0003967,2023-01-01,23,Male,Post_Graduate,UP,Urban,Business_Owner,30,1877766,Auto_Loan,Vehicle,2529771,12,21.66,604,0,0.44,,1,7,0,427698,0
LN0009911,2023-09-09,34,Female,Graduate,TN,Rural,Self_Employed,20,2099716,Gold_Loan,Medical,1121988,12,9.87,799,0,0.099,,0,7,0,348506,0
LN0002889,2022-04-24,52,Female,Post_Graduate,RJ,Rural,Salaried,3,1229857,Education_Loan,Other,3363731,12,20.97,725,3,0.331,,0,0,1,359721,0
LN0003043,2022-02-04,49,Male,Undergraduate,TS,Urban,Government,21,1307093,Auto_Loan,Medical,4066782,24,8.47,808,4,0.453,,1,0,0,282856,0
LN0015117,2023-04-28,28,Male,Diploma,TN,Urban,Salaried,4,1578401,Auto_Loan,Debt_Consolidation,4386454,180,15.12,796,1,0.525,,1,1,0,151621,0
LN0000155,2022-09-04,31,Female,Graduate,GJ,Semi_Urban,Business_Owner,22,821119,MSME_Loan,Business_Expansion,2424023,60,14.57,736,1,0.326,,0,2,0,13261,0
LN0013557,2023-05-13,45,Male,Graduate,KA,Semi_Urban,Business_Owner,10,1119252,Education_Loan,Medical,3483622,84,15.41,688,2,0.113,,0,0,0,169330,0
LN0007676,2022-09-27,28,Male,Post_Graduate,TS,Urban,Self_Employed,28,695995,Personal_Loan,Education,984337,60,16.93,693,4,0.623,,0,1,1,183546,0
LN0000942,2022-06-18,37,Female,Undergraduate,KA,Urban,Government,20,689598,Personal_Loan,Vehicle,1062398,48,10.75,885,3,0.258,,0,7,0,363387,0
LN0013341,2023-05-28,33,Male,Post_Graduate,WB,Urban,Salaried,26,1074651,Home_Loan,Home_Purchase,3805778,36,8.5,694,0,0.495,0.461,0,1,0,299188,0
LN0011390,2022-10-08,25,Male,No_Formal,RJ,Semi_Urban,Self_Employed,13,1630827,MSME_Loan,Business_Expansion,539836,180,15.7,611,1,0.613,,0,6,2,477944,1
LN0014892,2022-03-31,35,Male,Diploma,UP,Rural,Business_Owner,27,1609052,MSME_Loan,Vehicle,1627045,180,21.17,806,0,0.253,,0,4,0,342303,0
